entity_id,state,last_changed
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.4348564147949,2026-03-19T20:33:44.801Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.7073364257812,2026-03-19T20:33:47.832Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.5766220092773,2026-03-19T20:33:50.852Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.8995590209961,2026-03-19T20:33:53.876Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6610412597656,2026-03-19T20:33:56.884Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.5647277832031,2026-03-19T20:33:59.909Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.575798034668,2026-03-19T20:34:02.927Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.8200759887695,2026-03-19T20:34:05.943Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.976921081543,2026-03-19T20:34:08.964Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,50.017162322998,2026-03-19T20:34:11.980Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,50.0657424926758,2026-03-19T20:34:15.009Z
